5648905987664,5648906021602
5649235321401,5649235357388
5649553695900,5649553747243
5652338799576,5652338832421
5652815733922,5652815769542
5653244289002,5653244324606
5653648773565,5653648811707
5653988002573,5653988036762
5654356831410,5654356865094
5654751759944,5654751796846
5655064896588,5655064936032
5655620678270,5655620718855
5656069684997,5656069721635
5656532285592,5656532318415
5656904191120,5656904227559
5657308240807,5657308276344
5657750714094,5657750749885
5658148788025,5658148822786
5658568800630,5658568835294
5659059698239,5659059732453
5659569609112,5659569643991
5660005488705,5660005524777
5660431367796,5660431385616
5660892827604,5660892840258
5661365963522,5661365997246
5661771966515,5661772003671
5662220064429,5662220100715
5662594937847,5662594972437
5663079124372,5663079161487
5663580066635,5663580102208
5664166819349,5664166832309
5664705956235,5664705994951
5665112177319,5665112209677
5665595969755,5665595981617
5666104566265,5666104599499
5666606924526,5666606961130
5667067446295,5667067459596
5667532009384,5667532022017
5668003743223,5668003755924
5668392929837,5668392967286
5669292227333,5669292239218
5669884224750,5669884255731
5670519211644,5670519247897
5671025394916,5671025408906
5671524293068,5671524326156
5672091115318,5672091150187
5673096347077,5673096387720
5674548074487,5674548118126
5675059911664,5675059948816
5675566605050,5675566642196
5676074282761,5676074346928
5676952265159,5676952277701
5677390522215,5677390559667
5678092104480,5678092141013
5678633454732,5678633485707
5679121027533,5679121040309
5679771165424,5679771201018
5680349076992,5680349089204
5680899548476,5680899583937
5681539368107,5681539379961
5682142094631,5682142129457
5682660989482,5682661001436
5683224012954,5683224024801
5683740197803,5683740217131
5684234990821,5684235032845
5684743854314,5684743893053
5685266114350,5685266128774
5685728517790,5685728533368
5686245578529,5686245590955
5686929214685,5686929228495
5687509092636,5687509126310
5688144936603,5688144973461
5688790289936,5688790343567
5689490232203,5689490266034
5690101913867,5690101926794
5690771412878,5690771425216
5691347491054,5691347506136
5691940814723,5691940843191
5692596461647,5692596493251
5693237884142,5693237920286
5693822270997,5693822284028
5694386210912,5694386245720
5694908821044,5694908855462
5695492984165,5695493017343
5696040337323,5696040372830
5696655190983,5696655223521
5697171456851,5697171469015
5697761680278,5697761693228
5698264501887,5698264534543
5698735065819,5698735081303
5699220940495,5699220976450
5699738587305,5699738623710
5700254790820,5700254826654
5700789097047,5700789133853
5701509867322,5701509882017
5702200023779,5702200054972
5702833986600,5702834022628
5703421637493,5703421651396
5704018269612,5704018304244
5704573018429,5704573051819
5705094427109,5705094458887
5705552854371,5705552892342
5706058590280,5706058626957
5706543501256,5706543539097
5707045311024,5707045343213
5707598272951,5707598285532
5708622005042,5708622042407
5708968144357,5708968180616
5709297718569,5709297756647
5709646682215,5709646714973
5710104660021,5710104672758
5710339958968,5710339985042
5710351136283,5710351155597
5710508161781,5710508200344
5710902278500,5710902333060
5711277236677,5711277268947
5711627179817,5711627219929
5712051040856,5712051079299
5712485909682,5712485945173
5713043021652,5713043051814
5713518121397,5713518158831
5713942822309,5713942858343
5714713955704,5714713969183
5715254185514,5715254221071
5715777547894,5715777582972
5716213266944,5716213301220
5716800380852,5716800419264
5717431865205,5717431910519
